PUMA_ASSAY_ID,roc_auc,balanced_acc,precision,recall,auprc,f1_score,auprg
197_645,0.4563178449629922,0.4355669389504909,0.09106060606060606,0.39291678393845575,0.12604729665496672,0.14611664386625728,-0.008751091279273718
197_646,0.42489788119561667,0.34195172134466956,0.019905897530758797,0.2552380952380952,0.04463435008153192,0.03654787972815346,-0.007889798743197538
197_647,0.30628205128205127,0.3581196581196581,0.0879120879120879,0.2,0.15598722111222113,0.11978609625668449,-0.025833332767736795
197_648,0.8092796092796092,0.7736874236874236,0.19576719576719573,0.8333333333333334,0.29419191919191917,0.3074074074074074,0.08871641249092228
197_649,0.5407489227963282,0.5527245125135976,0.147444133583596,0.4888175165504586,0.17187925057037723,0.22386023812728806,0.03593874208890245
197_650,0.5862003024099651,0.5829762860554378,0.06779359139103565,0.5474436177633109,0.1082720268123791,0.11852250399196254,0.025874459620969913
197_651,0.757614329519113,0.6931297299816366,0.02805069425506772,0.7166666666666667,0.1569796710030821,0.05364529505937515,0.033883676619586904
198_682,0.7278091939044624,0.6782351397063658,0.1377895779181754,0.6576220530287852,0.2776251249353847,0.22752847868015408,0.17424238893832442
199_657,0.5624235034932585,0.5496795752384959,0.03978085001235483,0.4599747474747475,0.10624101159508378,0.0729909227727947,0.02506293454641844
201_660,0.9047149821336194,0.7754907142520708,0.1436584249084249,0.7916666666666666,0.45491071428571433,0.2313970588235294,0.20043421630886382
202_661,0.892841401000626,0.8007468156501278,0.06777064884924354,0.8066666666666666,0.4516744039985555,0.12424930614967641,0.32633229081362936
203_662,0.4712023584213619,0.48838638803727513,0.010093866802582398,0.4444444444444444,0.016406335875381844,0.019716217707609385,0.0019716082566972036
204_663,0.6050930168007544,0.5550133365819572,0.008619791666666668,0.45833333333333337,0.154748749122883,0.016751339425805454,0.07169610315615678
205_664,0.6150294006525471,0.6001855374781175,0.1399533086212045,0.5423725055432372,0.1755704066994719,0.2220605593446729,0.0660992012486495
206_670,0.4651132416954836,0.4853244463582099,0.018741052941888096,0.3876190476190476,0.02962689499635889,0.035407060037389235,0.0025991287602389105
206_671,0.47955995293013604,0.461752219098477,0.02336945213432988,0.34406593406593405,0.038001510129616126,0.0434093049932695,0.0022581192885241467
207_672,0.39052403317585205,0.43771431202105615,0.03360482865450834,0.3491704374057315,0.039456676328055315,0.06070409904774289,-0.004732036478441409
208_673,0.6792740383284198,0.6605295982737827,0.03160730082986092,0.6576190476190475,0.0672695671956975,0.059925051298301744,0.032934285474221975
209_676,0.37966177821224417,0.38897279743281143,0.001444966092853417,0.26666666666666666,0.005307597970151625,0.0028687102371312894,-0.0010394885917921607
210_677,0.4993348412180259,0.49230368312720535,0.02615649816435083,0.5698840579710145,0.028550574376962585,0.04981204994252563,-0.0003503575948757681
212_680,0.45733065848970433,0.44504974728403246,0.00411313518696069,0.3,0.007865295123130318,0.008114914653483817,-3.2096269605889296e-05
213_681,0.5224702438621724,0.5282592346050827,0.09476498622311365,0.6245940939304784,0.1109698144091678,0.16400545156201266,0.007950148757476749
214_683,0.5683116769336278,0.5676923634173211,0.019814727632217637,0.7226190476190476,0.034952597590139446,0.03850761375885507,0.008493602572666107
215_685,0.7966742943501064,0.7166191546445273,0.129544021470248,0.7518021218149096,0.45847367483682167,0.218432271509546,0.3492809557247151
216_687,0.5688475291873824,0.5434343208178929,0.017169359766447147,0.6619047619047619,0.03445242926665744,0.03343998775260257,0.010681176811016744
217_688,0.6072702535193677,0.5740632663789443,0.1351275063039769,0.497281501747986,0.17403014560988578,0.2117450233537924,0.06167958490688304
217_689,0.6061076103670882,0.6013911646407175,0.06370899769140734,0.6137878787878788,0.10030056720418093,0.11461032327259209,0.03584497922196549
219_691,0.4894875992927291,0.504735903098875,0.018944398589114883,0.3823809523809524,0.03258807058013083,0.035984620280404125,0.004864336417191179
220_692,0.5299226025153746,0.5367496979536628,0.029039182450473704,0.47729110512129386,0.040298099107667726,0.054737875818020046,0.008982093583572614
221_693,0.6367284982294684,0.6057013583589816,0.044645805031334716,0.5479504417465539,0.07954019369029744,0.08234439711079414,0.042500736098030296
223_695,0.586594788782862,0.5667286985506296,0.022914572908231474,0.4833333333333333,0.05070380367801384,0.04350550087419498,0.019417220699323934
224_696,0.5701052991570703,0.5506002689414641,0.055119399825904324,0.47872812430087974,0.05476615627624619,0.09866743065002893,0.006123667407159313
225_697,0.6132992562443736,0.6437649358862494,0.0149186481125888,0.6,0.0885571580684018,0.029106322584583455,0.04863482554268593
227_699,0.5202607361757113,0.5066811736463436,0.012191766723842198,0.3633333333333333,0.05544536663413298,0.023584600760496944,0.0254157840783507
228_700,0.5422131054391216,0.5089305335422767,0.07862380578111729,0.4166666666666667,0.14445942839523934,0.13118348919315023,0.04178521828624817
229_701,0.5195837783945679,0.5230258159525311,0.10288042892040228,0.44311010479659474,0.13933290127831033,0.16622316869826165,0.03199424321496226
23_34,0.33333333333333337,0.38541666666666663,0.1125,0.5,0.21856060606060607,0.18333333333333335,-0.03137903762903763
230_702,0.5579734976677679,0.5237579979434585,0.025659902277875495,0.4223809523809524,0.06337075217319516,0.04834459527887007,0.011728003846678001
231_703,0.574621889966512,0.5548320042121488,0.04146285183243807,0.4629786641316217,0.09979357795516003,0.07604655651755607,0.052493645195821795
232_704,0.6991058059054838,0.6490890811838083,0.15838381072747704,0.6011957730812012,0.31014590509192835,0.2502899488572787,0.1926694275569558
232_705,0.5954726208611596,0.5751551201518367,0.06159075874489611,0.4829131652661064,0.1544321894651976,0.10913074121148655,0.07421329389698357
233_706,0.59505621327448,0.5761627877639816,0.017775903029941458,0.5059005940296263,0.03442247419553206,0.03428529780020549,0.01732621589545285
234_707,0.5531462775004389,0.5348302044810554,0.03891785323030528,0.46023192145080155,0.05176829191643677,0.07172118460545432,0.013069633618158199
235_708,0.6420117296095972,0.6172405179548167,0.07052053244479203,0.5647466031150818,0.09845577694493156,0.12513550245944613,0.04820824716542027
236_709,0.6751279107361807,0.6375185212788185,0.1660813590150627,0.5772148370006388,0.28653902520121494,0.257368208071221,0.16413402343947084
237_710,0.6789961125135295,0.6086571427481072,0.03486608303074855,0.5473809523809523,0.07391988825165721,0.0652768734055435,0.03959925699152474
237_711,0.4133558219841038,0.5266642203020568,0.006936471488710294,0.5,0.015108395423025086,0.013682055100521222,4.695646482905352e-05
238_712,0.5821924191848423,0.5575898029398946,0.051824887820562174,0.4868193336011589,0.06534980650245095,0.09336112261813287,0.022278388517751498
239_713,0.5361851094063546,0.5099772328651709,0.013375946932135504,0.41994250293368174,0.0181448405086726,0.025896561207215656,0.0034927509599877483
24_35,0.7070707070707071,0.5444444444444444,0.3333333333333333,0.5555555555555555,0.7888888888888889,0.41269841269841273,0.12581400081400082
240_714,0.652530594835952,0.6144578855079667,0.06426513506478329,0.5683728304029056,0.07600228305399749,0.11537669573511429,0.03370228768636372
241_715,0.5148070597215234,0.5230112363947699,0.04614567762710774,0.601934964197738,0.04350910630928733,0.08562494491101869,-0.00023488029822687687
242_716,0.47050304756823175,0.48311416266183754,0.0188209761559251,0.4703837064184676,0.02015337468478697,0.03594756358139107,-0.0009285648713721381
243_717,0.4664136790861054,0.48999424738335984,0.01046369503534254,0.48951347767204545,0.01254685665742277,0.02045918284518229,2.5050971080974387e-05
244_718,0.5082502456090904,0.5222719107852622,0.006549432868139993,0.46130173919647605,0.009699675202802821,0.012895112214228274,0.0019013425521731153
245_719,0.54794877725508,0.5354535244771202,0.08624481901077645,0.43485832175487343,0.12467380637969767,0.14322465977846002,0.035911796605842004
246_720,0.6159790164438175,0.6072832505358073,0.011534827618601884,0.5651301330248699,0.016196223337474436,0.022587529456850254,0.006482514160201553
247_721,0.5540629190545505,0.5571413614822968,0.015945820434436063,0.5211212121212122,0.016772357505245503,0.030900981442185237,0.0029869691348800064
248_722,0.52198676177792,0.5141033430592337,0.03180457129474874,0.44110530391018193,0.036774614299685225,0.05920654068186111,0.004801609170060972
249_724,0.5199922506522797,0.5172748550406366,0.04688924243991492,0.45176221338967065,0.04726907140916082,0.08481943267196115,0.0029134113897015955
25_36,0.3943181818181818,0.41874999999999996,0.1125,0.375,0.31175595238095233,0.17142857142857143,-0.04684222027972028
250_725,0.8047358193226677,0.6989592620543634,0.015691151174510344,0.7261904761904763,0.12943925528712,0.030516250860449106,0.056781098956192454
250_726,0.7839629447025107,0.7045115496166497,0.03312637034998395,0.7405555555555555,0.12923749760285658,0.06299708367901227,0.0810284439579559
251_727,0.6726456386450865,0.6303531769238095,0.012484806891305971,0.5670772238514175,0.06003613040531527,0.024356382238114056,0.0394563500784347
253_729,0.6135367738201246,0.5919732304655547,0.06580678314491263,0.5714616755793227,0.08933043904796747,0.11575943290148234,0.028981165592940283
254_730,0.9307208875613784,0.8415739972738745,0.047465929294950936,0.9464285714285715,0.21975291659134646,0.08942920585161965,0.14841184999929413
257_735,0.540189037671438,0.5396659845534362,0.12373236581875342,0.4461794303257718,0.13999576250836848,0.19358850637029007,0.020329214336922176
258_736,0.54662933849922,0.5216367036760381,0.007879139660209328,0.6533333333333333,0.017878135337826,0.01552937969658721,0.0040917860395424405
259_737,0.5837291559536439,0.5876865129542957,0.006676237387743439,0.705,0.011502299893364409,0.01321607438932868,0.0032970198318300553
260_738,0.5654072050049719,0.5469570856806547,0.0566092846573796,0.4898716157609611,0.0710353531038725,0.10115839779250053,0.01865091630409173
261_739,0.6018671339077537,0.5755341228103609,0.08133613976436922,0.532912775554285,0.10214572521232282,0.14036524284945498,0.03584040059080767
262_740,0.6690997562181193,0.6628616263048763,0.042200222699664745,0.6421933621933621,0.12600665177193127,0.07881559070685218,0.06069254895123359
263_741,0.5425723453120568,0.5244948158581045,0.07845339126302388,0.41819122906079426,0.11791818276248933,0.13144955754577686,0.028109003329262416
264_742,0.6496647060738966,0.6282548071031024,0.004590811091633098,0.5733333333333334,0.02365013559558299,0.00910232890687383,0.011834823824501883
265_743,0.5498035557281129,0.5259971264061141,0.06604633907251176,0.4450539171548814,0.09597844812975745,0.1147207454526649,0.029236676216806888
266_744,0.5556689581116195,0.5367814717671985,0.02728547274010241,0.4679817275747508,0.031088312119910245,0.05148529899492212,0.0052441052908237685
267_745,0.6487079278680028,0.6039724135480743,0.04249700099704997,0.5391536248842085,0.062170692305129636,0.07849070961402152,0.03072990904873355
268_746,0.5761557219378746,0.5639814620084029,0.04248110133471654,0.5212298911659525,0.04491584039186112,0.07847195760785518,0.010766369830802341
