Fold,Task,AUC_ROC,AUC_PR,Test_Set_Length,Num_Actives,Num_Inactives
0,254_730,0.9000770119368502,0.2673495754891103,378,7,371
0,257_735,0.5411153472377963,0.16363025877006288,382,39,343
0,258_736,0.3763440860215053,0.011221862431182426,375,3,372
0,259_737,0.4635552505147564,0.00514124741112737,1462,5,1457
0,26_37,,,13,0,13
0,260_738,0.520311945689683,0.04020425133370332,2557,101,2456
0,261_739,0.4718177829191432,0.058438672050287396,999,53,946
0,262_740,0.7690854119425548,0.16703178884537803,450,9,441
0,263_741,0.5287766830870279,0.10749767337817641,383,35,348
0,264_742,0.5485300846488218,0.03371939954327776,2920,6,2914
0,265_743,0.5544865211810014,0.086808214856306,2539,164,2375
0,266_744,0.5401474252491695,0.02331874013254262,1537,32,1505
0,267_745,0.6555746031746031,0.06159193176739111,1795,45,1750
0,268_746,0.4988971157718642,0.025804163531611014,2548,65,2483
0,269_747,0.5551698853464366,0.04888368813594959,3025,108,2917
0,27_38,0.5954545454545455,0.6945444905971221,21,10,11
0,27_39,0.8796296296296297,0.6095238095238096,21,3,18
0,27_40,0.4666666666666667,0.1111111111111111,16,1,15
0,270_748,0.5117897727272727,0.00987866312409997,2902,22,2880
0,271_749,0.5907674772036474,0.17613991560572811,369,40,329
0,272_750,0.5932671081677704,0.03383643807890499,619,15,604
0,273_751,0.40638803941556234,0.02324464427076392,336,9,327
0,274_752,0.613671288373555,0.03245143021919567,3033,19,3014
0,275_753,0.7286324786324786,0.21184140620667088,285,12,273
0,275_754,0.5538969778539092,0.06988128638448736,2994,22,2972
0,276_755,0.532940708199428,0.014846478392926058,2635,26,2609
0,277_756,0.5152787579393084,0.04781540011982643,2839,5,2834
0,278_757,0.5820272516410147,0.04404697869856033,2649,83,2566
0,279_758,0.48035872453498674,0.00750510043837992,2268,10,2258
0,280_759,0.712142213207122,0.029186425653458182,2644,34,2610
0,281_760,0.46596534653465344,0.02243135621914223,410,6,404
0,283_762,0.5635338345864662,0.12918700893891136,313,28,285
0,29_43,0.9230769230769231,0.5,14,1,13
0,3_3,0.9,0.5,11,1,10
0,37_69,0.875,0.5,9,1,8
0,37_70,0.875,0.5,9,1,8
0,37_74,1.0,1.0,9,2,7
0,37_77,0.5,0.2,9,1,8
0,40_95,0.875,0.5,9,1,8
0,40_96,0.875,0.5,9,1,8
0,42_103,,,9,0,9
0,42_104,,,9,0,9
0,44_106,,,9,0,9
0,46_120,0.7777777777777778,0.7222222222222222,9,3,6
0,49_149,,,9,0,9
0,5_5,0.5833333333333334,0.1994949494949495,21,3,18
0,50_154,,,4,0,4
0,53_178,0.375,0.16666666666666666,9,1,8
0,54_179,,,7,0,7
0,54_182,,,7,0,7
0,6_7,,,10,0,10
0,7_10,0.7777777777777778,0.3333333333333333,10,1,9
0,7_11,0.6875,0.3666666666666667,10,2,8
0,70_211,,,13,0,13
0,71_212,0.7142857142857143,0.6666666666666666,9,2,7
0,71_213,0.8333333333333334,0.8333333333333333,9,3,6
0,76_230,0.3846153846153846,0.1111111111111111,14,1,13
0,78_237,,,9,0,9
0,8_12,0.8571428571428572,0.7555555555555555,10,3,7
0,8_13,0.8571428571428572,0.7555555555555555,10,3,7
0,80_239,0.4166666666666667,0.24206349206349206,13,3,10
0,81_241,,,16,0,16
0,82_242,0.8157894736842105,0.4242424242424242,23,4,19
0,82_243,0.2857142857142857,0.16666666666666666,8,1,7
0,83_244,,,13,0,13
0,83_245,,,9,0,9
0,84_246,,,9,0,9
0,85_247,0.8125,0.7986111111111112,12,4,8
0,85_248,,,13,0,13
0,86_249,0.375,0.16666666666666666,9,1,8
0,86_250,,,9,0,9
0,88_252,,,22,0,22
0,88_254,0.8928571428571428,0.5,16,2,14
0,89_255,,,15,0,15
0,9_14,,,6,0,6
0,9_17,1.0,1.0,8,1,7
0,9_18,,,6,0,6
0,90_256,,,35,0,35
0,91_257,0.8095238095238095,0.5888888888888889,10,3,7
0,92_258,0.8095238095238095,0.5888888888888889,10,3,7
0,93_259,0.35869565217391297,0.23175770589563693,29,6,23
1,1_1,1.0,1.0,11,1,10
1,10_19,0.7142857142857143,0.3333333333333333,8,1,7
1,10_20,,,6,0,6
1,100_277,0.8,0.5,6,1,5
1,100_278,0.22222222222222224,0.4666666666666667,6,3,3
1,104_291,1.0,1.0,7,2,5
1,105_355,0.8333333333333334,0.5,7,1,6
1,105_369,0.8333333333333334,0.5,7,1,6
1,105_361,,,7,0,7
1,105_378,0.6,0.6666666666666666,7,2,5
1,105_352,0.16666666666666663,0.16666666666666666,7,1,6
1,104_289,0.8333333333333334,0.5,7,1,6
1,105_377,,,7,0,7
1,105_375,0.8333333333333334,0.5,7,1,6
1,104_325,,,3,0,3
1,104_297,,,3,0,3
1,104_295,,,3,0,3
1,104_299,1.0,1.0,3,1,2
1,104_300,1.0,1.0,4,1,3
1,104_326,1.0,1.0,4,1,3
1,104_319,,,3,0,3
1,104_323,1.0,1.0,3,2,1
1,104_334,,,3,0,3
1,105_339,1.0,1.0,7,1,6
1,105_341,0.75,0.8333333333333333,7,3,4
1,105_360,0.8333333333333334,0.5,7,1,6
1,105_362,0.8333333333333334,0.5,7,1,6
1,105_374,1.0,1.0,7,2,5
1,105_382,0.5,0.41666666666666663,7,2,5
1,105_385,,,3,0,3
1,105_391,,,3,0,3
1,106_392,0.0,0.16666666666666666,6,1,5
1,108_394,0.75,0.5,5,1,4
1,109_395,0.75,0.5,5,1,4
1,11_21,0.5,0.5,3,1,2
1,11_22,,,3,0,3
1,110_396,,,2,0,2
1,110_397,0.5166666666666667,0.10416666666666666,32,2,30
1,110_398,0.5642857142857144,0.18952380952380954,33,5,28
1,110_399,0.20588235294117652,0.03571428571428571,35,1,34
1,110_400,,,33,0,33
1,110_401,0.6451612903225806,0.08333333333333333,32,1,31
1,111_402,0.9333333333333333,0.8303571428571428,19,4,15
1,112_406,,,3,0,3
1,113_407,1.0,1.0,3,1,2
1,114_408,,,3,0,3
1,115_409,,,6,0,6
1,116_411,0.575,0.22549019607843135,22,2,20
1,116_412,0.625,0.32484917043740574,22,4,18
1,116_413,,,8,0,8
1,116_414,,,8,0,8
1,116_415,,,6,0,6
1,116_416,0.33333333333333337,0.3333333333333333,4,1,3
1,116_420,0.25,0.14285714285714285,9,1,8
1,116_421,,,9,0,9
1,116_424,,,8,0,8
1,116_425,0.625,0.25,9,1,8
1,116_426,0.631578947368421,0.2569444444444444,22,3,19
1,116_427,0.9,0.41666666666666663,22,2,20
1,117_429,0.5,0.625,8,2,6
1,117_430,,,8,0,8
1,118_432,0.8235294117647058,0.6388888888888888,20,3,17
1,118_434,0.5,0.8333333333333333,3,2,1
1,12_23,0.6,0.45,7,2,5
1,13_24,0.5833333333333334,0.5333333333333333,7,3,4
1,133_474,,,4,0,4
1,134_476,1.0,1.0,2,1,1
1,134_477,,,4,0,4
1,135_479,,,2,0,2
1,14_25,0.8333333333333334,0.5,7,1,6
1,143_495,0.7857142857142857,0.7,9,2,7
1,145_497,,,3,0,3
1,15_26,,,7,0,7
1,153_510,,,4,0,4
1,154_511,,,4,0,4
1,16_27,,,7,0,7
1,160_519,,,44,0,44
1,167_539,,,4,0,4
1,167_538,,,4,0,4
1,168_541,0.5416666666666666,0.14285714285714285,13,1,12
1,168_542,0.5,0.25,7,1,6
1,168_543,0.5,0.25,7,1,6
1,169_544,0.75,0.7,8,2,6
1,169_545,0.4285714285714286,0.2,8,1,7
1,169_548,0.4285714285714286,0.2,8,1,7
1,169_549,0.8571428571428572,0.5,8,1,7
1,17_28,0.8333333333333334,0.5,7,1,6
1,170_550,0.0,0.2,5,1,4
1,170_551,,,5,0,5
1,174_555,,,12,0,12
1,175_559,,,3,0,3
1,175_561,,,3,0,3
1,177_585,0.4204343971631206,0.017592306335541152,382,6,376
1,178_591,,,7,0,7
1,178_684,0.6364155251141552,0.30929866942532835,158,12,146
1,179_659,0.3917112299465241,0.00423728813559322,375,1,374
1,18_29,0.8333333333333334,0.5,7,1,6
1,180_686,0.7537393162393162,0.2672016312614569,113,9,104
1,181_599,0.4,0.25,6,1,5
1,181_600,,,6,0,6
1,183_604,0.7841530054644809,0.06928755998523439,125,3,122
1,184_606,0.8315649867374005,0.5099903064652378,158,13,145
1,185_665,0.5907320872274143,0.16201399924029058,220,6,214
1,185_666,0.48183254344391785,0.1242236702900162,220,9,211
1,185_667,0.9908675799086758,0.3333333333333333,220,1,219
1,186_668,0.712755356253114,0.41910022477326087,232,9,223
1,186_669,0.17748917748917747,0.005050505050505051,232,1,231
1,187_618,,,264,0,264
1,187_619,0.1428571428571429,0.05263157894736842,22,1,21
1,19_30,,,7,0,7
1,190_628,0.6564356435643565,0.033276370700841953,308,5,303
1,190_629,0.8283991228070176,0.046680902265832866,307,3,304
1,190_674,0.7309144295302014,0.07349183055186209,306,8,298
1,191_630,0.40521726901982846,0.0214540790436469,560,13,547
1,191_631,0.38494243851386706,0.02833260409042137,560,14,546
1,191_675,0.08906250000000002,0.012312177648500518,244,4,240
1,192_635,,,7,0,7
1,193_723,0.6731234866828087,0.1456635693008936,191,14,177
1,194_639,0.6185507246376811,0.04332637435219818,355,10,345
1,194_678,0.40476190476190477,0.009305071022213039,360,3,357
1,195_642,0.5193125000000001,0.11747765959496324,345,25,320
1,196_644,0.6353677621283256,0.011065165599812785,643,4,639
1,197_645,0.42560348239018597,0.14243686043842718,152,19,133
1,197_646,0.5755102040816328,0.04342558217873856,152,5,147
1,197_647,0.15000000000000002,0.14583333333333331,12,2,10
1,197_648,,,12,0,12
1,197_649,0.4774005756148614,0.20398057053810842,346,52,294
1,197_650,0.5464365881032547,0.13570961518046254,346,22,324
1,197_651,0.9475218658892128,0.3958048335613315,346,3,343
1,198_682,0.7889890282131662,0.34544549637001776,343,24,319
1,199_657,0.496943115364168,0.03624383399091283,353,11,342
1,200_658,,,3,0,3
1,201_660,,,35,0,35
1,202_661,0.8236383442265796,0.43827719041359325,469,10,459
1,203_662,0.41189111747851004,0.014428119772947359,353,4,349
1,204_663,,,353,0,353
1,205_664,0.7484278577725536,0.208559348281907,456,41,415
1,206_670,0.3042899408284024,0.021335838731491,348,10,338
1,206_671,0.43136094674556213,0.028169375405444567,348,10,338
1,207_672,0.4455585264408794,0.0406637882034418,413,17,396
1,208_673,0.7595880681818181,0.12364218424694758,360,8,352
1,209_676,0.4871031746031746,0.01000309927691673,508,4,504
1,21_32,,,5,0,5
1,210_677,0.42232355018945483,0.029056800185544573,700,23,677
1,212_680,0.47759103641456585,0.0051813471502590676,358,1,357
1,213_681,0.4924442101563873,0.07435955406328608,292,21,271
1,214_683,0.39309210526315785,0.024679691428783884,350,8,342
1,215_685,0.8275637996219282,0.511219557861301,391,23,368
1,216_687,0.4750598563447725,0.022960284442133046,365,7,358
1,217_688,0.5418952903520805,0.11988564579889986,351,27,324
1,217_689,0.7084165834165834,0.08025525842776277,375,11,364
1,219_691,0.42025862068965514,0.035141877017022,354,6,348
1,220_692,0.481724266857403,0.06791873137641415,2253,56,2197
1,221_693,0.6088438732221604,0.0697869834137007,3071,113,2958
1,223_695,0.6752793296089385,0.07769936246690914,366,8,358
1,224_696,0.5767486601621549,0.05814864701759081,402,19,383
1,225_697,0.6744186046511628,0.04052992205179784,347,3,344
1,227_699,0.5408163265306123,0.005494505494505495,393,1,392
1,228_700,0.5917312661498708,0.18341125701362762,141,12,129
1,229_701,0.49824400671858304,0.13453025207256208,725,59,666
1,23_34,0.0,0.2,5,1,4
1,230_702,0.4665697674418604,0.022703120613490828,351,7,344
1,231_703,0.57518446880149,0.046811394152533076,1829,47,1782
1,232_704,0.7328397673188789,0.36317881338981484,336,31,305
1,232_705,0.7458961845607808,0.21957733837623167,336,14,322
1,233_706,0.6451780797385328,0.02440436125922162,2913,31,2882
1,234_707,0.5572024593763725,0.0410309679697681,3089,99,2990
1,235_708,0.6693566655340356,0.10766493819964473,2052,90,1962
1,236_709,0.6154217404217406,0.2523118214652746,401,37,364
1,237_710,0.8101145038167938,0.20773997321834656,401,8,393
1,237_711,0.6458333333333334,0.06666666666666667,134,2,132
1,238_712,0.554487875934555,0.04822842938731913,2659,97,2562
1,239_713,0.5459540012279983,0.015043069239537712,2820,28,2792
1,24_35,0.16666666666666666,0.5333333333333333,5,3,2
1,240_714,0.6562506482998983,0.10284836609006384,2651,114,2537
1,241_715,0.47056410809935645,0.04493438051595883,2842,137,2705
1,242_716,0.45598336304218656,0.019471701969836698,2865,60,2805
1,243_717,0.4311917850053444,0.012913655597229585,2869,37,2832
1,244_718,0.44519049415314976,0.005347814770583249,2656,5,2651
1,245_719,0.4741878059635069,0.06505728205263313,342,21,321
1,246_720,0.5718976708667431,0.02309717214804149,2634,15,2619
1,247_721,0.5349031162604874,0.01725933046658993,2543,40,2503
1,248_722,0.5100967321571772,0.031034070313157965,2574,80,2494
1,249_724,0.5179981434155976,0.04274282648853506,2634,107,2527
1,25_36,0.25,0.25,5,1,4
1,250_725,0.5761455525606469,0.00879250345138441,746,4,742
1,250_726,0.6701576576576577,0.024627597592419188,746,6,740
1,251_727,0.7447683746970265,0.03400867524824342,2674,11,2663
1,253_729,0.6031932773109243,0.1058380560949285,367,17,350
1,254_730,0.9777777777777777,0.4309523809523809,364,4,360
1,257_735,0.5792307692307692,0.16143057620642787,361,36,325
1,258_736,0.4105461393596987,0.010759175465057818,357,3,354
1,259_737,0.47707618393960194,0.003756437016525021,1462,5,1457
1,26_37,,,5,0,5
1,260_738,0.5522675534316677,0.040765138410961764,2504,88,2416
1,261_739,0.5918322709661292,0.08457338388327204,943,54,889
1,262_740,0.6657678479712379,0.056552642217889866,365,11,354
1,263_741,0.6257971014492754,0.07642181988578696,365,20,345
1,264_742,0.7281544914365606,0.005657158880699536,2867,6,2861
1,265_743,0.5512646978397593,0.08784612184730507,2588,150,2438
1,266_744,0.5659873367629601,0.03263726853927344,1479,35,1444
1,267_745,0.5771185830513357,0.041723462007929424,1658,43,1615
1,268_746,0.5933393529547376,0.048932306554434785,2454,88,2366
1,269_747,0.6110426839902336,0.06212952852072992,3022,94,2928
1,27_38,0.6944444444444444,0.7404093567251463,19,10,9
1,27_39,0.6282051282051282,0.4415204678362573,19,6,13
1,27_40,,,12,0,12
1,270_748,0.5748926449293453,0.03198439015775703,2889,28,2861
1,271_749,0.5027612201963534,0.20346848842524157,294,46,248
1,272_750,0.3737864077669903,0.021722021832653177,740,19,721
1,273_751,0.445364238410596,0.02950499121846302,311,9,302
1,274_752,0.43561867845678637,0.006481671625314869,3024,22,3002
1,275_753,0.8474178403755869,0.4815958815958816,219,6,213
1,275_754,0.4842730405454945,0.00821947142855595,2988,23,2965
1,276_755,0.46852696272799366,0.010090847823518375,2542,20,2522
1,277_756,0.683126110124334,0.002167545720000016,2818,3,2815
1,278_757,0.48710273279352223,0.04332147109258556,2550,80,2470
1,279_758,0.5477226123159138,0.008498867574403605,2313,14,2299
1,280_759,0.6548920511802608,0.02079683414931474,2545,26,2519
1,281_760,0.5925925925925926,0.015278325039281214,345,3,342
1,283_762,0.6971830985915494,0.1428483969113329,303,19,284
1,29_43,,,4,0,4
1,3_3,,,4,0,4
1,37_69,,,3,0,3
1,37_70,,,3,0,3
1,37_74,0.5,0.5,3,1,2
1,37_77,,,3,0,3
1,40_95,,,3,0,3
1,40_96,,,3,0,3
1,42_103,,,3,0,3
1,42_104,,,3,0,3
1,44_106,,,3,0,3
1,46_120,1.0,1.0,3,2,1
1,49_149,,,3,0,3
1,5_5,0.5,0.2,9,1,8
1,50_154,,,1,1,0
1,53_178,,,3,0,3
1,54_179,,,5,0,5
1,54_182,,,3,0,3
1,6_7,1.0,1.0,6,1,5
1,7_10,,,3,0,3
1,7_11,0.5,0.5,3,1,2
1,70_211,0.33333333333333337,0.2,7,1,6
1,71_212,0.5,0.5,3,1,2
1,71_213,1.0,1.0,3,2,1
1,76_230,,,4,0,4
1,78_237,,,3,0,3
1,8_12,0.5,0.5,3,1,2
1,8_13,0.5,0.5,3,1,2
1,80_239,,,5,0,5
1,81_241,,,9,0,9
1,82_242,0.9166666666666667,0.8333333333333333,8,2,6
1,82_243,,,1,0,1
1,83_244,,,7,0,7
1,83_245,0.5,0.5,3,1,2
1,84_246,,,3,0,3
1,85_247,0.75,0.8333333333333333,4,2,2
1,85_248,,,6,0,6
1,86_249,,,3,0,3
1,86_250,,,3,0,3
1,88_252,0.8,0.3333333333333333,11,1,10
1,88_254,0.6666666666666667,0.3333333333333333,7,1,6
1,89_255,0.4,0.25,6,1,5
1,9_14,,,2,0,2
1,9_17,,,1,0,1
1,9_18,,,2,0,2
1,90_256,0.98,0.8333333333333333,27,2,25
1,91_257,1.0,1.0,3,2,1
1,92_258,1.0,1.0,3,2,1
1,93_259,0.6235294117647059,0.4411813186813187,22,5,17
2,1_1,,,30,0,30
2,10_19,,,23,0,23
2,10_20,0.75,0.2,17,1,16
2,100_277,1.0,1.0,10,1,9
2,100_278,1.0,1.0,12,3,9
2,104_291,,,14,0,14
2,105_355,0.9230769230769231,0.5,14,1,13
2,105_369,,,15,0,15
2,105_361,0.9230769230769231,0.5,14,1,13
2,105_378,,,14,0,14
2,105_352,1.0,1.0,14,1,13
2,104_289,,,14,0,14
2,105_377,,,14,0,14
2,105_375,0.9230769230769231,0.5,14,1,13
2,104_325,0.875,0.5,9,1,8
2,104_297,,,9,0,9
2,104_295,,,10,0,10
2,104_299,0.75,0.3333333333333333,9,1,8
2,104_300,,,9,0,9
2,104_326,,,9,0,9
2,104_319,,,10,0,10
2,104_323,0.9285714285714286,0.8333333333333333,9,2,7
2,104_334,,,10,0,10
2,105_339,0.625,0.35,14,2,12
2,105_341,0.9230769230769231,0.5,14,1,13
2,105_360,,,14,0,14
2,105_362,1.0,1.0,14,1,13
