Fold,Task,AUC_ROC,AUC_PR,Test_Set_Length,Num_Actives,Num_Inactives
4,118_434,0.5,0.325,8,2,6
4,12_23,1.0,1.0,14,5,9
4,13_24,1.0,1.0,14,5,9
4,133_474,,,8,0,8
4,134_476,,,7,0,7
4,134_477,,,8,0,8
4,135_479,0.6666666666666667,0.3333333333333333,7,1,6
4,14_25,1.0,1.0,14,5,9
4,143_495,0.5142857142857143,0.3058333333333333,19,5,14
4,145_497,0.75,0.5833333333333333,6,2,4
4,15_26,1.0,1.0,14,2,12
4,153_510,0.8,0.3333333333333333,11,1,10
4,154_511,0.7777777777777778,0.41666666666666663,11,2,9
4,16_27,0.9393939393939393,0.8666666666666667,14,3,11
4,160_519,,,31,0,31
4,167_539,0.75,0.6666666666666666,10,2,8
4,167_538,0.75,0.6666666666666666,10,2,8
4,168_541,,,21,0,21
4,168_542,0.5897435897435898,0.2619047619047619,16,3,13
4,168_543,0.7179487179487178,0.5396825396825397,16,3,13
4,169_544,0.6794871794871794,0.33535353535353535,16,3,13
4,169_545,0.6071428571428571,0.25757575757575757,16,2,14
4,169_548,0.625,0.2111111111111111,16,2,14
4,169_549,0.8571428571428572,0.9057470307470308,16,9,7
4,17_28,,,10,0,10
4,170_550,0.7,0.25,11,1,10
4,170_551,,,11,0,11
4,174_555,,,23,0,23
4,175_559,,,5,0,5
4,175_561,,,5,0,5
4,177_585,,,305,0,305
4,178_591,0.6666666666666667,0.16666666666666666,16,1,15
4,178_684,0.8622334455667788,0.5596270980481507,173,11,162
4,179_659,0.7800687285223368,0.015151515151515152,292,1,291
4,18_29,1.0,1.0,14,5,9
4,180_686,0.6823529411764706,0.2188691148172513,96,11,85
4,181_599,,,7,0,7
4,181_600,,,7,0,7
4,183_604,0.6513994910941475,0.3402469135802469,140,9,131
4,184_606,0.8432692307692308,0.6310839237851265,173,13,160
4,185_665,0.4320312500000001,0.02751217042913551,164,4,160
4,185_666,0.6017932489451476,0.06866216600684161,164,6,158
4,185_667,,,164,0,164
4,186_668,0.9478653530377668,0.644743351886209,181,7,174
4,186_669,0.9259776536312848,0.16203703703703703,181,2,179
4,187_618,0.7395833333333333,0.25,227,3,224
4,187_619,0.9166666666666666,0.45,26,2,24
4,19_30,1.0,1.0,10,2,8
4,190_628,0.8052235502434706,0.434560997905042,260,9,251
4,190_629,0.49215686274509807,0.04590394966672072,260,5,255
4,190_674,0.381,0.015224291610345195,254,4,250
4,191_630,0.3417508417508417,0.014220421600160509,504,9,495
4,191_631,0.3634072580645161,0.01317720147695883,504,8,496
4,191_675,,,171,0,171
4,192_635,1.0,1.0,16,1,15
4,193_723,0.3853503184713376,0.01950246831712349,160,3,157
4,194_639,0.5514409221902018,0.044405647907596935,357,10,347
4,194_678,0.710960960960961,0.04534305527683011,225,3,222
4,195_642,0.5516875602700096,0.23691843755240258,339,34,305
4,196_644,0.6638127853881278,0.011507659063001687,587,3,584
4,197_645,0.5941358024691358,0.16102035790610375,123,15,108
4,197_646,0.6932203389830508,0.07440450605344222,123,5,118
4,197_647,0.6442307692307692,0.32767857142857143,17,4,13
4,197_648,0.65,0.225,17,2,15
4,197_649,0.5908339759832544,0.1358885069980605,342,29,313
4,197_650,0.7949101796407185,0.1559795618205524,342,8,334
4,197_651,0.7841691248770895,0.08124253285543608,342,3,339
4,198_682,0.7841517857142857,0.24815393081838444,341,21,320
4,199_657,0.552832674571805,0.12665905740609315,356,11,345
4,200_658,,,5,0,5
4,201_660,0.9481707317073171,0.5416666666666666,45,4,41
4,202_661,0.9542613636363635,0.6134055351111368,452,12,440
4,203_662,,,354,0,354
4,204_663,0.586437440305635,0.015384156564469731,352,3,349
4,205_664,0.5183738425925926,0.1448756005395108,472,40,432
4,206_670,0.5481150793650794,0.0311910165214334,345,9,336
4,206_671,0.5385773864689528,0.07852855864961138,345,13,332
4,207_672,0.6443107546048723,0.07676822220774346,413,17,396
4,208_673,0.517012893982808,0.029954530784102755,357,8,349
4,209_676,0.47454751131221723,0.006182513139034878,444,2,442
4,21_32,0.16666666666666663,0.16666666666666666,7,1,6
4,210_677,0.6265229044834308,0.023550348013353487,696,12,684
4,212_680,0.5280898876404494,0.0058823529411764705,357,1,356
4,213_681,0.4872036920495071,0.09400193085823702,248,21,227
4,214_683,0.5088757396449705,0.03708793070578107,345,7,338
4,215_685,0.7903785488958991,0.28554965824105083,337,20,317
4,216_687,,,364,0,364
4,217_688,0.6429038281979459,0.17145843828206567,349,34,315
4,217_689,0.4953751284686536,0.0623811718253024,292,14,278
4,219_691,0.45784883720930236,0.04178682277322783,351,7,344
4,220_692,0.5741271074712091,0.03242707915892122,2214,53,2161
4,221_693,0.6180114772628468,0.055640350504466154,3061,93,2968
4,223_695,0.5296296296296297,0.018802120854860816,366,6,360
4,224_696,0.6170316301703163,0.04736500571912859,426,15,411
4,225_697,0.11671469740634005,0.0031545741324921135,348,1,347
4,227_699,0.44999999999999996,0.011894626005513767,419,4,415
4,228_700,0.6114503816793894,0.3165267501794219,141,10,131
4,229_701,0.5054313914572579,0.1163161616342683,639,61,578
4,23_34,0.8333333333333334,0.5,7,1,6
4,230_702,0.5906007751937984,0.025905724627938623,350,6,344
4,231_703,0.5839538421505635,0.10349237756098267,1699,61,1638
4,232_704,0.6928030303030303,0.24987706998510534,338,30,308
4,232_705,0.6042768959435626,0.08177228206521861,338,14,324
4,233_706,0.5764404383174266,0.028839590107921028,2879,50,2829
4,234_707,0.5733233556111785,0.043603885757473655,3072,91,2981
4,235_708,0.6553907308802431,0.08276224544854172,2114,87,2027
4,236_709,0.7202778519903821,0.35391318667207367,432,38,394
4,237_710,0.6279481132075472,0.03985469781423866,432,8,424
4,237_711,,,145,0,145
4,238_712,0.6352706991418001,0.08229895042842997,2688,103,2585
4,239_713,0.5885467909022513,0.0172968684738944,2839,37,2802
4,24_35,,,7,0,7
4,240_714,0.6709462038907535,0.059725666552691806,2664,98,2566
4,241_715,0.5027854788931317,0.047039469945929606,2871,140,2731
4,242_716,0.517078265960561,0.02179752610353786,2889,53,2836
4,243_717,0.530190561320327,0.013312161667598126,2886,27,2859
4,244_718,0.5213996529786004,0.007989295179637895,2658,19,2639
4,245_719,0.4907580477673935,0.04465386056482523,336,15,321
4,246_720,0.6310073683052898,0.008036424598428373,2612,14,2598
4,247_721,0.5706060606060607,0.0178129757414726,2599,25,2574
4,248_722,0.5895666123794384,0.049264337839287534,2583,82,2501
4,249_724,0.5394352036667406,0.05692125910594971,2640,135,2505
4,25_36,0.5,0.41666666666666663,7,2,5
4,250_725,0.7563965884861407,0.09271353086847181,543,7,536
4,250_726,0.8136022514071295,0.22843157845960632,543,10,533
4,251_727,0.6492877528076006,0.03349737813561758,2642,31,2611
4,253_729,0.5853355426677712,0.08805623982674207,301,17,284
4,254_730,0.8779596100278553,0.26033142561135286,367,8,359
4,257_735,0.5767074413863404,0.12828184550004412,363,36,327
4,258_736,0.175561797752809,0.0033783783783783786,357,1,356
4,259_737,0.23906037991858886,0.0036615610397297284,1482,8,1474
4,26_37,0.16666666666666663,0.16666666666666666,7,1,6
4,260_738,0.5427512175546759,0.07923450012286284,2399,146,2253
4,261_739,0.7089044851409145,0.13061008297349555,884,55,829
4,262_740,0.5579691516709512,0.06853315499417577,399,10,389
4,263_741,0.4314235010774497,0.05555665318271864,366,23,343
4,264_742,0.6814847009735744,0.014629998410810937,2886,10,2876
4,265_743,0.5396699617662791,0.08210110851816507,2614,143,2471
4,266_744,0.5296738399462004,0.02716868052864324,1519,32,1487
4,267_745,0.649139344262295,0.08348727497464944,1581,56,1525
4,268_746,0.6088318680506816,0.07473824044692445,2446,92,2354
4,269_747,0.521745137755291,0.05228846876859762,3022,121,2901
4,27_38,0.33333333333333337,0.3831030081030081,14,6,8
4,27_39,0.5833333333333333,0.22619047619047616,14,2,12
4,27_40,,,13,0,13
4,270_748,0.5410021614674612,0.01984770157531479,2877,24,2853
4,271_749,0.5081230413986475,0.16269136027683434,305,47,258
4,272_750,0.7274911032028469,0.04332028823032996,572,10,562
4,273_751,0.6007653061224489,0.03413508142431054,400,8,392
4,274_752,0.46294277579706067,0.015477748530023922,3025,26,2999
4,275_753,0.9061379928315412,0.5889488757304848,257,9,248
4,275_754,0.3771900358891855,0.006010800963084551,2996,19,2977
4,276_755,0.4076017811704834,0.009893471718404729,2513,24,2489
4,277_756,0.9001072577761887,0.02247204117676426,2802,5,2797
4,278_757,0.5200736245512365,0.03585972762446869,2524,67,2457
4,279_758,0.49354085858917895,0.016476528281192553,2187,14,2173
4,280_759,0.7410318419991938,0.02696557342981855,2509,28,2481
4,281_760,0.40467877094972066,0.05069611778457055,366,8,358
4,283_762,0.5330985915492957,0.04011646663802329,294,10,284
4,29_43,,,11,0,11
4,3_3,,,10,0,10
4,37_69,,,8,0,8
4,37_70,,,8,0,8
4,37_74,,,8,0,8
4,37_77,,,8,0,8
4,40_95,0.7500000000000001,0.5,8,2,6
4,40_96,,,8,0,8
4,42_103,,,5,0,5
4,42_104,,,5,0,5
4,44_106,,,5,0,5
4,46_120,1.0,1.0,5,1,4
4,49_149,,,6,0,6
4,5_5,0.7647058823529411,0.2,18,1,17
4,50_154,,,2,0,2
4,53_178,,,5,0,5
4,54_179,,,5,0,5
4,54_182,,,3,0,3
4,6_7,,,9,0,9
4,7_10,,,5,0,5
4,7_11,1.0,1.0,5,2,3
4,70_211,0.10714285714285715,0.07142857142857142,15,1,14
4,71_212,,,5,0,5
4,71_213,,,5,0,5
4,76_230,,,11,0,11
4,78_237,,,6,0,6
4,8_12,0.75,0.5,5,1,4
4,8_13,0.75,0.5,5,1,4
4,80_239,,,6,0,6
4,81_241,0.33333333333333337,0.07692307692307693,19,1,18
4,82_242,0.7058823529411764,0.7222222222222222,20,3,17
4,82_243,0.8571428571428572,0.5,8,1,7
4,83_244,,,19,0,19
4,83_245,0.25,0.25,5,1,4
4,84_246,0.75,0.5,5,1,4
4,85_247,1.0,1.0,11,5,6
4,85_248,,,10,0,10
4,86_249,,,5,0,5
4,86_250,,,5,0,5
4,88_252,,,25,0,25
4,88_254,0.625,0.35,14,2,12
4,89_255,0.7142857142857143,0.45,9,2,7
4,9_14,,,7,0,7
4,9_17,,,6,0,6
4,9_18,0.4,0.325,7,2,5
4,90_256,0.1428571428571429,0.04,29,1,28
4,91_257,1.0,1.0,5,1,4
4,92_258,1.0,1.0,5,1,4
4,93_259,0.5625,0.3176709401709401,26,6,20
