assay,best_C,val_auc,test_auc,split,N_labels_test
138,1e-06,1.0,0.6666666666666666,split3,6
139,1e-06,1.0,0.75,split3,9
140,1e-06,1.0,0.8500000000000001,split3,9
141,1e-06,1.0,0.8666666666666667,split3,8
142,1e-06,1.0,0.36,split3,10
143,10.0,1.0,0.5555555555555556,split3,9
144,1e-06,0.6666666666666667,0.8666666666666667,split3,8
145,1e-06,1.0,0.6666666666666666,split3,6
146,1e-06,1.0,0.6666666666666666,split3,6
147,0.0001,0.7671568627450981,0.7197024673439769,split3,158
148,1e-06,0.7142857142857143,0.9333333333333333,split3,13
149,1.0,0.4666666666666666,0.5,split3,3
150,0.1,0.5571428571428572,0.5493827160493827,split3,27
152,0.01,0.6666666666666666,0.4,split3,11
153,1e-06,0.6666666666666666,1.0,split3,7
154,0.1,0.9903846153846154,0.9411764705882354,split3,62
155,0.1,0.5161496642149025,0.617581994806194,split3,355
156,10.0,0.6000000000000001,0.7008547008547009,split3,22
157,1.0,0.5575167376749848,0.6134784622510423,split3,195
158,1e-06,0.54,0.5185185185185185,split3,93
159,1e-06,0.76,0.6930091185410333,split3,68
160,1e-06,0.75,0.9047619047619048,split3,10
161,10.0,0.6871809217427792,0.6816127911018424,split3,593
162,1e-06,0.4046511627906977,0.7246575342465753,split3,373
163,0.1,0.5925088795608653,0.5937807166473058,split3,392
165,0.001,0.5798076923076922,0.6772108843537414,split3,133
166,1.0,0.33333333333333337,0.8541666666666666,split3,16
167,1e-06,0.421875,0.8529411764705882,split3,21
168,1.0,0.5782520325203252,0.8064779531845401,split3,356
169,1e-06,0.625,0.45,split3,22
170,1e-06,1.0,0.5833333333333333,split3,16
171,10.0,0.8116942909760589,0.8123341968103368,split3,537
172,0.1,0.7029914529914529,0.8883374689826302,split3,70
173,1e-06,0.5,0.9166666666666666,split3,10
174,1e-06,0.5333333333333333,0.8269230769230769,split3,25
175,1e-06,1.0,1.0,split3,10
176,10.0,0.7412280701754386,0.8529338327091136,split3,134
177,10.0,0.6875,0.36986301369863017,split3,76
178,1e-06,0.5530145530145529,0.4583086930810172,split3,108
179,10.0,0.6617647058823529,0.4689265536723164,split3,65
180,0.1,0.8519480519480519,0.8753623188405797,split3,107
182,1e-06,0.8366948601171114,0.8687020353687019,split3,165
183,0.1,0.9567307692307692,0.8935574229691876,split3,79
184,10.0,0.8192848020434227,0.7853107344632768,split3,166
185,1e-06,0.6666666666666666,0.5625,split3,19
186,0.1,0.9666666666666667,0.8988679245283018,split3,78
187,1e-06,0.6111111111111112,0.8181486880466472,split3,351
188,1e-06,1.0,0.5,split3,5
189,1e-06,0.681159420289855,0.6666666666666667,split3,47
190,1e-06,0.5,0.9333333333333333,split3,8
191,1.0,0.8675213675213675,0.9258373205741627,split3,420
192,100.0,0.8372093023255814,0.910610465116279,split3,348
193,1.0,0.8107142857142857,0.772189349112426,split3,78
194,1.0,0.838235294117647,0.6774193548387097,split3,33
195,1e-06,0.33333333333333337,0.4166666666666667,split3,10
196,1e-06,1.0,0.6749999999999999,split3,22
197,1e-06,0.5,0.5833333333333334,split3,20
198,1000.0,0.6947040498442368,0.4722222222222222,split3,229
199,1.0,0.8636363636363636,0.95,split3,36
200,1e-06,1.0,0.5,split3,7
201,1e-06,0.6944444444444444,0.4835680751173709,split3,77
202,1e-06,1.0,0.8257575757575758,split3,23
203,10.0,0.6601731601731602,0.6141414141414141,split3,146
204,10.0,0.7301587301587301,0.670995670995671,split3,32
205,10.0,0.7789115646258503,0.7272727272727273,split3,52
206,1e-06,1.0,0.888888888888889,split3,15
208,1e-06,0.5,0.5686274509803922,split3,20
209,1000.0,0.853219696969697,0.8280220758411964,split3,315
